"comppct_l"|"comppct_r"|"comppct_h"|"compname"|"compkind"|"majcompflag"|"otherph"|"localphase"|"slope_l"|"slope_r"|"slope_h"|"slopelenusle_l"|"slopelenusle_r"|"slopelenusle_h"|"runoff"|"tfact"|"wei"|"weg"|"erocl"|"earthcovkind1"|"earthcovkind2"|"hydricon"|"hydricrating"|"drainagecl"|"elev_l"|"elev_r"|"elev_h"|"aspectccwise"|"aspectrep"|"aspectcwise"|"geomdesc"|"albedodry_l"|"albedodry_r"|"albedodry_h"|"airtempa_l"|"airtempa_r"|"airtempa_h"|"map_l"|"map_r"|"map_h"|"reannualprecip_l"|"reannualprecip_r"|"reannualprecip_h"|"ffd_l"|"ffd_r"|"ffd_h"|"nirrcapcl"|"nirrcapscl"|"nirrcapunit"|"irrcapcl"|"irrcapscl"|"irrcapunit"|"cropprodindex"|"constreeshrubgrp"|"wndbrksuitgrp"|"rsprod_l"|"rsprod_r"|"rsprod_h"|"foragesuitgrpid"|"wlgrain"|"wlgrass"|"wlherbaceous"|"wlshrub"|"wlconiferous"|"wlhardwood"|"wlwetplant"|"wlshallowwat"|"wlrangeland"|"wlopenland"|"wlwoodland"|"wlwetland"|"soilslippot"|"frostact"|"initsub_l"|"initsub_r"|"initsub_h"|"totalsub_l"|"totalsub_r"|"totalsub_h"|"hydgrp"|"corcon"|"corsteel"|"taxclname"|"taxorder"|"taxsuborder"|"taxgrtgroup"|"taxsubgrp"|"taxpartsize"|"taxpartsizemod"|"taxceactcl"|"taxreaction"|"taxtempcl"|"taxmoistscl"|"taxtempregime"|"soiltaxedition"|"castorieindex"|"flecolcomnum"|"flhe"|"flphe"|"flsoilleachpot"|"flsoirunoffpot"|"fltemik2use"|"fltriumph2use"|"indraingrp"|"innitrateleachi"|"misoimgmtgrp"|"vasoimgtgrp"|"mukey"|"cokey"
5|10|15|"Mattex"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|"Tree cover"|""|"Wooded under natural conditions"|"Yes"|"Somewhat poorly drained"|49|85|181|80|150|220|"flood plains on coastal plains"||||17.2|17.8|18.9|1067|1219|1448||||201|222|237||""|||""|||"10"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, active, acid, thermic Aeric Fluvaquents"|"Entisols"|"Aquents"|"Fluvaquents"|"Aeric Fluvaquents"|"fine-loamy"|"not used"|"active"|"acid"|"thermic"|"Aeric"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||3009457|24232087
85|90|95|"Iulus"|"Series"|"Yes"|""|""|0|0.5|1|30|30|61|"Negligible"|5|86|3|"None - deposition"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Moderately well drained"|49|85|181|80|150|220|"flood plains on coastal plains"||0.23||17.2|17.8|18.9|1067|1219|1448||||201|222|237|5|"w"||5|"w"|||"1f"|||||||||||||||||||"None"|0|0|0|0|0|0|"B/D"|"High"|"Moderate"|"Coarse-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts"|"Inceptisols"|"Udepts"|"Dystrudepts"|"Fluvaquentic Dystrudepts"|"coarse-loamy"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||3009457|24232088
85|90|95|"Derly"|"Series"|"Yes"|""|""|0|0.5|1|30|30|61|"Negligible"|5|56|5|"None - deposition"|"Tree cover"|""|"Wooded under natural conditions"|"Yes"|"Poorly drained"|46|84|122|80|150|220|"depressions on stream terraces on coastal plains"||0.23||17|19|20|914|1041|1168||||230|253|275|4|"w"|||""|||"10"|||||||||||||||||||"None"|0|0|0||||"D"|"Moderate"|"High"|"Fine, montmorillonitic, thermic Typic Glossaqualfs"|"Alfisols"|"Aqualfs"|"Glossaqualfs"|"Typic Glossaqualfs"|"fine"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578214|24242780
0|4|10|"Bernaldo"|"Series"|"No "|""|""|1|2|3|61|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|46|84|122|80|150|220|"coastal plains, stream terraces"||||17|19|20|914|1041|1168||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, semiactive, thermic Glossic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Glossic Paleudalfs"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578214|24242781
0|3|5|"Sawlit"|"Series"|"No "|""|""|0|1|2|30|61|91|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|46|84|122|80|150|220|"interfluves on coastal plains"||||17|19|20|914|1041|1168||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, active, thermic Aquic Glossudalfs"|"Alfisols"|"Udalfs"|"Glossudalfs"|"Aquic Glossudalfs"|"fine-loamy"|"not used"|"active"|""|"thermic"|""|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578214|24242782
0|3|5|"Sawtown"|"Series"|"No "|""|""|0|1|2|30|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|46|84|122|80|150|220|"interfluves on coastal plains"||||17|19|20|914|1041|1168||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, active, thermic Typic Glossudalfs"|"Alfisols"|"Udalfs"|"Glossudalfs"|"Typic Glossudalfs"|"fine-loamy"|"not used"|"active"|""|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578214|24242783
85|90|100|"Dreka"|"Series"|"Yes"|""|""|0|0.5|1|30|30|61|"High"|5|48|6|"None - deposition"|"Tree cover"|"Hardwoods"|"Wooded under natural conditions"|"Yes"|"Somewhat poorly drained"|52|94.5|137|80|150|220|"flood plains on coastal plains"||0.3||18|18|19|1143|1270|1397||||223|228|234|5|"w"||5|"w"|||"2f"|||||||||||||||||||"None"|0|0|0|0|0|0|"C/D"|"Moderate"|"High"|"Fine-silty, siliceous, active, nonacid, thermic Fluvaquentic Epiaquepts"|"Inceptisols"|"Aquepts"|"Epiaquepts"|"Fluvaquentic Epiaquepts"|"fine-silty"|"not used"|"active"|"nonacid"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578215|24243002
0|5|10|"Laneville"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""|5|56|5|"Class 1"|""|""|""|"No"|"Moderately well drained"|52|94.5|137|80|150|220|"flood plains on coastal plains"||||18|18|19|1143|1270|1397||||223|228|234||""|||""|||"Not rated"|||||||||||||||||||"None"|0|0|0|0|0|0|""|""|""|"Fine-silty, siliceous, active, thermic Fluvaquentic Eutrudepts"|"Inceptisols"|"Udepts"|"Eutrudepts"|"Fluvaquentic Eutrudepts"|"fine-silty"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578215|24243003
0|5|10|"Iulus"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""|5|86|3|"Class 1"|""|""|""|"No"|"Moderately well drained"|52|94.5|137|80|150|220|"flood plains on coastal plains"||||18|18|19|1143|1270|1397||||223|228|234||""|||""|||"Not rated"|||||||||||||||||||"None"|0|0|0|0|0|0|""|""|""|"Coarse-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts"|"Inceptisols"|"Udepts"|"Dystrudepts"|"Fluvaquentic Dystrudepts"|"coarse-loamy"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578215|24243004
0|5|7|"Laneville"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|64|79|95|80|150|220|"flood plains on coastal plains"||||17.2|17.7|18|1092|1177|1245||||211|218|237||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-silty, siliceous, active, thermic Fluvaquentic Eutrudepts"|"Inceptisols"|"Udepts"|"Eutrudepts"|"Fluvaquentic Eutrudepts"|"fine-silty"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578216|24242991
0|5|7|"Iulus"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|64|79|95|80|150|220|"flood plains on coastal plains"||||17.2|17.7|18|1092|1177|1245||||211|218|237||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Coarse-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts"|"Inceptisols"|"Udepts"|"Dystrudepts"|"Fluvaquentic Dystrudepts"|"coarse-loamy"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578216|24242992
86|90|100|"Estes"|"Series"|"Yes"|""|""|0|0.5|1|30|30|61|"High"|5|86|4|"None - deposition"|"Tree cover"|"Hardwoods"|"Wooded under natural conditions"|"Yes"|"Somewhat poorly drained"|64|79|95|80|150|220|"flood plains on coastal plains"||0.23||17.2|17.7|18|1092|1177|1245||||211|218|237|5|"w"||5|"w"|||"2af"|||||||||||||||||||"None"|0|0|0|0|0|0|"D"|"High"|"High"|"Fine, smectitic, thermic Aeric Dystraquerts"|"Vertisols"|"Aquerts"|"Dystraquerts"|"Aeric Dystraquerts"|"fine"|"not used"|"not used"|"not used"|"thermic"|"Aeric"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578216|24242993
30|35|40|"Alazan"|"Series"|"Yes"|""|""|0|1|2|30|61|91|"Low"|5|56|5|"Class 1"|"Grass/herbaceous cover"|""|""|"No"|"Moderately well drained"|76|122|168|80|150|220|"stream terraces on coastal plains"||0.23||18|19|20|1016|1092|1168||||235|243|250|2|"w"|||""|||"1"|||||||||||||||||||"None"|0|0|0||||"C"|"Moderate"|"High"|"Fine-loamy, siliceous, thermic Aquic Glossudalfs"|"Alfisols"|"Udalfs"|"Glossudalfs"|"Aquic Glossudalfs"|"fine-loamy"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578217|24242784
0|5|10|"Derly"|"Series"|"No "|""|""|0|0.5|1|30|30|61|"Negligible"||||"Class 1"|"Tree cover"|""|"Wooded under natural conditions"|"Yes"|"Poorly drained"|76|122|168|80|150|220|"depressions on stream terraces on coastal plains"||||18|19|20|1016|1092|1168||||||||""|||""|||"10"|||||||||||||||||||"None"|||||||""|""|""|"Fine, smectitic, thermic Typic Glossaqualfs"|"Alfisols"|"Aqualfs"|"Glossaqualfs"|"Typic Glossaqualfs"|"fine"|"not used"|"not used"|""|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578217|24242785
55|60|65|"Gallime"|"Series"|"Yes"|"AFFR<30"|""|1|2|3|61|61|91|"Very low"|5|86|3|"Class 1"|"Grass/herbaceous cover"|""|""|"No"|"Well drained"|76|122|168|80|150|220|"stream terraces on coastal plains"||0.3||18|19|20|1016|1092|1168||||240|250|260|2|"e"|||""|||"3"|||||||||||||||||||"None"|0|0|0||||"B"|"Moderate"|"High"|"Fine-loamy, siliceous, thermic Glossic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Glossic Paleudalfs"|"fine-loamy"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578217|24242786
0|5|10|"Laneville"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|27|41|55|80|150|220|"flood plains on coastal plains"||||18|19|20|1016|1143|1270||||235|250|260||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-silty, siliceous, active, thermic Fluvaquentic Eutrudepts"|"Inceptisols"|"Udepts"|"Eutrudepts"|"Fluvaquentic Eutrudepts"|"fine-silty"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578218|24243108
80|90|100|"Hannahatchee"|"Series"|"Yes"|""|""|0|0.5|1|30|30|61|"Negligible"|5|86|3|"None - deposition"|"Tree cover"|"Hardwoods"|""|"No"|"Well drained"|27|41|55|80|150|220|"flood plains on coastal plains"||0.29||18|19|20|1016|1143|1270||||235|250|260|2|"w"||3|"e"|||"3"|||||||||||||||||||"None"|0|0|0|0|0|0|"B"|"Low"|"High"|"Fine-loamy, siliceous, active, thermic Dystric Fluventic Eutrudepts"|"Inceptisols"|"Udepts"|"Eutrudepts"|"Dystric Fluventic Eutrudepts"|"fine-loamy"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578218|24243109
0|5|10|"Iulus"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|27|41|55|80|150|220|"flood plains on coastal plains"||||18|19|20|1016|1143|1270||||235|250|260||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Coarse-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts"|"Inceptisols"|"Udepts"|"Dystrudepts"|"Fluvaquentic Dystrudepts"|"coarse-loamy"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578218|24243110
80|90|100|"Kawah"|"Series"|"Yes"|""|""|0|1|2|30|61|91|"Negligible"|5|250|1|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Somewhat poorly drained"|152|168|183|80|150|220|"interfluves on coastal plains"||0.29||18|19|19|1118|1169|1219||||235|245|250|3|"w"||3|"w"|||"1ss"|||||||||||||||||||"None"|0|0|0|0|0|0|"A"|"Moderate"|"Low"|"Thermic, coated Aquic Quartzipsamments"|"Entisols"|"Psamments"|"Quartzipsamments"|"Aquic Quartzipsamments"|"not used"|"not used"|"not used"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578220|24242902
0|5|10|"Naconiche"|"Series"|"No "|""|""|0|1|2|30|61|91|"Negligible"||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|"Wooded under natural conditions"|"Yes"|"Very poorly drained"|152|168|183|80|150|220|"flood plains on coastal plains"|||||||1118|1169|1219||||||||""|||""|||"10"|||||||||||||||||||"None"|||||||""|""|""|"Sandy, siliceous, thermic Cumulic Humaquepts"|"Inceptisols"|"Aquepts"|"Humaquepts"|"Cumulic Humaquepts"|"sandy"|"not used"|"not used"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578220|24242903
0|5|10|"Tonkawa"|"Series"|"No "|""|""|0|2|8|30|91|91|""||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Excessively drained"|152|168|183|80|150|220|"broad interstream divides on coastal plains"|||||||1118|1169|1219||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Thermic, coated Typic Quartzipsamments"|"Entisols"|"Psamments"|"Quartzipsamments"|"Typic Quartzipsamments"|"not used"|"not used"|"not used"|"not used"|"thermic"|"Udic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578220|24242904
0|3|5|"Mattex"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|"Tree cover"|""|"Wooded under natural conditions"|"Yes"|"Somewhat poorly drained"|76|92|107|80|150|220|"flood plains on coastal plains"||||18|19|20|965|1067|1168||||221|228|237||""|||""|||"10"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, active, acid, thermic Aeric Fluvaquents"|"Entisols"|"Aquents"|"Fluvaquents"|"Aeric Fluvaquents"|"fine-loamy"|"not used"|"active"|"acid"|"thermic"|"Aeric"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578221|24243044
85|90|95|"Keechi"|"Series"|"Yes"|""|""|0|0.5|1|30|30|61|"Negligible"|5|0|8|"None - deposition"|"Tree cover"|""|"Wooded under natural conditions"|"Yes"|"Very poorly drained"|76|92|107|80|150|220|"flood plains on coastal plains"||0.37||18|19|20|965|1067|1168||||235|243|250|7|"w"|||""|||"10"|||||||||||||||||||"None"|0|0|0||||"B/D"|"Low"|"Moderate"|"Coarse-loamy, siliceous, nonacid, thermic Typic Fluvaquents"|"Entisols"|"Aquents"|"Fluvaquents"|"Typic Fluvaquents"|"coarse-loamy"|"not used"|"not used"|"nonacid"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578221|24243045
0|4|10|"Dreka"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|"Tree cover"|""|"Wooded under natural conditions"|"Yes"|"Somewhat poorly drained"|76|92|107|80|150|220|"flood plains on coastal plains"||||18|19|20|965|1067|1168||||||||""|||""|||"10"|||||||||||||||||||"None"|||||||""|""|""|"Fine-silty, siliceous, active, nonacid, thermic Fluvaquentic Epiaquepts"|"Inceptisols"|"Aquepts"|"Epiaquepts"|"Fluvaquentic Epiaquepts"|"fine-silty"|"not used"|"active"|"nonacid"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578221|24243046
0|3|5|"Laneville"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|76|92|107|80|150|220|"flood plains on coastal plains"||||18|19|20|965|1067|1168||||211|218|237||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-silty, siliceous, active, thermic Fluvaquentic Eutrudepts"|"Inceptisols"|"Udepts"|"Eutrudepts"|"Fluvaquentic Eutrudepts"|"fine-silty"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578221|24243047
0|5|10|"Bowie"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|41|91|195|80|150|220|"interfluves on coastal plains"||||17|18|19|1016|1207|1397||||220|235|250||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, semiactive, thermic Plinthic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Plinthic Paleudults"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578222|24242998
80|85|100|"Kirvin"|"Series"|"Yes"|""|""|1|3|5|48|61|91|"High"|4|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|41|91|195|80|150|220|"interfluves on coastal plains"||0.23||17|18|19|1016|1207|1397||||220|235|250|3|"e"||3|"e"|||"4"|||||||||||||||||||"None"|0|0|0|0|0|0|"C"|"High"|"High"|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578222|24242999
0|5|10|"Darco"|"Series"|"No "|""|""|1|5|8|40|49|91|""||||"Class 1"|""|""|""|"No"|"Somewhat excessively drained"|41|91|195|80|150|220|"interfluves on coastal plains"||||17|18|19|1016|1207|1397||||220|235|250||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Grossarenic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Grossarenic Paleudults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578222|24243000
0|5|10|"Wolfpen"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|41|91|195|80|150|220|"interfluves on coastal plains"||||17|18|19|1016|1207|1397||||220|235|250||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Arenic Paleudalfs"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578222|24243001
0|3|5|"Tenaha"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|160|198|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1118|1219||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Arenic Hapludults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578223|24242651
0|3|5|"Iulus"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|122|160|198|80|150|220|"flood plains on coastal plains"||||18|19|20|1016|1118|1219||||211|218|237||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Coarse-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts"|"Inceptisols"|"Udepts"|"Dystrudepts"|"Fluvaquentic Dystrudepts"|"coarse-loamy"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578223|24242652
80|90|100|"Kirvin"|"Series"|"Yes"|""|""|5|10|15|21|37|49|"High"|4|86|3|"Class 1"|"Tree cover"|""|""|"No"|"Well drained"|122|160|198|80|150|220|"interfluves on coastal plains"||0.23||18|19|20|1016|1118|1219||||235|253|270|6|"e"|||""|||"4ca"|||||||||||||||||||"None"|0|0|0||||"C"|"High"|"High"|"Clayey, mixed, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"clayey"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578223|24242653
0|4|10|"Bowie"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|160|198|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1118|1219||||235|253|270||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, semiactive, thermic Plinthic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Plinthic Paleudults"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578223|24242654
80|85|90|"Kirvin"|"Series"|"Yes"|""|""|2|4|5|49|55|91|"Medium"|4|56|5|"Class 1"|"Grass/herbaceous cover"|""|""|"No"|"Well drained"|122|160|198|80|150|220|"interfluves on coastal plains"||0.23||18|19|20|1016|1118|1219||||235|253|270|4|"e"|||""|||"6"|||||||||||||||||||"None"|0|0|0||||"C"|"High"|"Moderate"|"Clayey, mixed, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"clayey"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578224|24243048
0|5|10|"Tenaha"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|160|198|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1118|1219||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Arenic Hapludults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578224|24243049
0|5|10|"Lilbert"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|168|198|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1118|1219||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Plinthic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Arenic Plinthic Paleudults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578224|24243050
0|5|10|"Bowie"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|168|198|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1118|1219||||235|253|270||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, semiactive, thermic Plinthic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Plinthic Paleudults"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578224|24243051
0|1|5|"Lilbert"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|168|198|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1118|1219||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Plinthic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Arenic Plinthic Paleudults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578225|24242655
0|3|5|"Cuthbert"|"Series"|"No "|""|""|5|10|15|21|37|49|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|168|198|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1118|1219||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578225|24242656
0|1|5|"Tenaha"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|168|198|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1118|1219||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Arenic Hapludults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578225|24242657
90|95|100|"Kirvin"|"Series"|"Yes"|""|""|2|5|8|40|49|91|"High"|4|48|6|"Class 1"|"Tree cover"|""|""|"No"|"Well drained"|122|160|198|80|150|220|"interfluves on coastal plains"||0.23||18|19|20|1016|1118|1219||||235|253|270|6|"e"|||""|||"6a"|||||||||||||||||||"None"|0|0|0||||"C"|"High"|"High"|"Clayey, mixed, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"clayey"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578225|24242658
0|18|35|"Mattex"|"Series"|"No "|""|""|||||||""||||"Class 1"|"Tree cover"|""|"Wooded under natural conditions"|"Yes"|""|||||||"flood plains"|||||||||||||||||""|||""|||"Not rated"|||||||||||||||||||""|||||||""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|||||||"N/A"|"N/A"|||||578226|24242687
